"Date","RegionName","State","Metro","County","City","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2015-10-31,"South Park","NY","Buffalo","Erie","Buffalo",1931,965,-0.0203045685279188,-0.0861742424242424,0.0978384527872583,1741
2015-10-31,"Washington Park","CO","Denver","Denver","Denver",1932,3023,-0.00198085176625949,0.00198873052701359,0.0862378727991376,3417
2015-10-31,"Downtown West","MN","Minneapolis-St Paul","Hennepin","Minneapolis",1933,1469,0.00273037542662116,0.0194309507286607,-0.00810263335584065,2212
2015-10-31,"Grandale","MI","Detroit","Wayne","Detroit",1934,747,0.00403225806451613,0.0053835800807537,0.00809716599190283,3876
2015-10-31,"West Henderson","NV","Las Vegas","Clark","Henderson",1935,1445,0.00978336827393431,0.0154602951510892,0.0586080586080586,1413
2015-10-31,"South Side","FL","Miami-Fort Lauderdale","Palm Beach","West Palm Beach",1936,2003,0.000999500249875062,0.00300450676014021,0.0558777016341592,2098
2015-10-31,"Duncan Park","KY","Lexington","Fayette","Lexington",1937,803,-0.00372208436724566,0.010062893081761,0.0483028720626632,2327
2015-10-31,"Piedmont","OR","Portland","Multnomah","Portland",1938,1891,0.00745871070857752,0.0401540154015402,0.215295629820051,2461
2015-10-31,"Edgewater","OH","Cleveland","Cuyahoga","Cleveland",1939,1089,0,-0.00274725274725275,0.0092678405931418,884
2015-10-31,"Comstock","WA","Spokane","Spokane","Spokane",1940,1217,0.000822368421052632,0.0133222314737719,0.0357446808510638,2769
2015-10-31,"Sulphur Springs","FL","Tampa","Hillsborough","Tampa",1941,965,-0.00617919670442842,0,0.0354077253218884,2026
2015-10-31,"Washington Park West","CO","Denver","Denver","Denver",1942,2548,-0.0050761421319797,-0.00546448087431694,0.060341240116521,2754
2015-10-31,"Coronado","TX","El Paso","El Paso","El Paso",1943,1154,-0.00173010380622837,-0.00173010380622837,0.00522648083623693,1776
2015-10-31,"Lincoln Village West","CA","Stockton","San Joaquin","Stockton",1944,1391,0.00143988480921526,0.00216138328530259,0.0419475655430712,2385
2015-10-31,"Westchester-Green Countrie","OH","Columbus","Franklin","Columbus",1945,1203,0.000831946755407654,0.00922818791946309,0.0134793597304128,1804
2015-10-31,"Gardenside-Colony","KY","Lexington","Fayette","Lexington",1946,1120,-0.0017825311942959,0.011743450767841,0.12,2399
2015-10-31,"Wellington-Harrington","MA","Boston","Middlesex","Cambridge",1947,2635,0.00342726580350343,0.000379650721336371,0.0260903426791277,679
2015-10-31,"Prospect Park","MN","Minneapolis-St Paul","Hennepin","Minneapolis",1948,1792,0.00730747611017426,0.0222475755847119,0.0893617021276596,894
2015-10-31,"Downtown","WA","Seattle","King","Seattle",1949,2728,0.00146842878120411,0.0201944652206432,0.0829694323144105,1840
2015-10-31,"West End","MO","St. Louis","Saint Louis City","Saint Louis",1950,940,-0.00739176346356917,0.0228509249183896,0.0645526613816535,1179
2015-10-31,"Amphi","AZ","Tucson","Pima","Tucson",1951,864,-0.00346020761245675,-0.011441647597254,0.00465116279069767,737
2015-10-31,"Collier Heights","GA","Atlanta","Fulton","Atlanta",1952,953,-0.00313807531380753,-0.00209424083769634,0.0438116100766703,1862
2015-10-31,"Regent","WI","Madison","Dane","Madison",1953,2219,0.00589301903898459,0.0235239852398524,0.0146319158664838,1472
2015-10-31,"High Point","WA","Seattle","King","Seattle",1954,2089,0.0096665055582407,0.0356965790778384,0.147802197802198,1842
2015-10-31,"North Central","NC","Raleigh","Wake","Raleigh",1955,1287,0,0.00155642023346304,0.0370668815471394,1471
2015-10-31,"North East Salem","OR","Salem","Marion","Salem",1956,1204,0.00417014178482068,0.0203389830508475,0.121042830540037,989
2015-10-31,"North Indian Trail","WA","Spokane","Spokane","Spokane",1957,1425,0.00777934936350778,0.0401459854014599,0.0853008377760853,2458
2015-10-31,"Onyx","OH","Toledo","Lucas","Toledo",1958,638,-0.0093167701863354,-0.0244648318042813,-0.00156494522691706,2968
2015-10-31,"Julington Creek","FL","Jacksonville","Duval","Jacksonville",1959,1519,-0.0039344262295082,-0.00718954248366013,0.0361527967257844,2823
2015-10-31,"Elliot Park","MN","Minneapolis-St Paul","Hennepin","Minneapolis",1960,1655,-0.00241109101868596,-0.0012070006035003,0.042191435768262,884
2015-10-31,"Alta Mesa","AZ","Phoenix","Maricopa","Mesa",1961,1330,0,0.00150602409638554,0.046420141620771,2873
2015-10-31,"Boynton","MI","Detroit","Wayne","Detroit",1962,754,-0.00396301188903567,-0.0130890052356021,-0.010498687664042,3749
2015-10-31,"North Lamar","TX","Austin","Travis","Austin",1963,1360,0,0.003690036900369,0.0616705698672912,722
2015-10-31,"Piedmont Avenue","CA","San Francisco","Alameda","Oakland",1964,2935,0.00410537119397879,0.0338147234941881,0.197470420236638,1445
2015-10-31,"Parkmont","CA","San Francisco","Alameda","Fremont",1965,3089,0.00389990250243744,0.0238647663241631,0.165220671444738,1427
2015-10-31,"Spanos Park West","CA","Stockton","San Joaquin","Stockton",1966,1696,-0.00293944738389183,-0.00702576112412178,0.0398528510116493,1605
2015-10-31,"Linwood","OH","Columbus","Franklin","Columbus",1967,887,0,-0.00448933782267116,0.0325960419091967,2140
2015-10-31,"Sunnyslope","OR","Salem","Marion","Salem",1968,1440,0.00348432055749129,0.0412147505422994,0.141045958795563,2518
2015-10-31,"Black Mountain","NV","Las Vegas","Clark","Henderson",1969,1250,-0.00318979266347687,0.00321027287319422,0.0187449062754686,2389
2015-10-31,"Tremont","OH","Cleveland","Cuyahoga","Cleveland",1970,980,-0.0050761421319797,-0.00101936799184506,0.0283315844700944,946
2015-10-31,"Kendall Green","FL","Miami-Fort Lauderdale","Broward","Pompano Beach",1971,1525,0.000656167979002625,0.0126162018592297,0.0297096556380824,1467
2015-10-31,"Fairview","AK","Anchorage","Anchorage","Anchorage",1972,1606,-0.0080296479308215,-0.0183374083129584,-0.0135135135135135,871
2015-10-31,"Jefferson Westside","OR","Eugene","Lane","Eugene",1973,1128,0.00624442462087422,0.0245231607629428,0.0601503759398496,1649
2015-10-31,"La Jolla Village","CA","San Diego","San Diego","San Diego",1974,2201,0.000454545454545455,0.00227686703096539,0.0556354916067146,2846
2015-10-31,"Tower Grove East","MO","St. Louis","Saint Louis City","Saint Louis",1975,1159,0.0017286084701815,0.00607638888888889,0.0691881918819188,1165
2015-10-31,"University Hill","CO","Boulder","Boulder","Boulder",1976,2802,-0.0053248136315229,-0.0053248136315229,0.0498313975271637,956
2015-10-31,"Northside","IN","Fort Wayne","Allen","Fort Wayne",1977,748,0.00133868808567604,0.00402684563758389,0.0374479889042996,2457
2015-10-31,"Butts Station","VA","Virginia Beach","Chesapeake City","Chesapeake",1978,1995,-0.00498753117206983,-0.00992555831265509,0.00402617010568697,2096
2015-10-31,"The Museum District","VA","Richmond","Richmond City","Richmond",1979,1603,-0.0171673819742489,-0.00865800865800866,0.000624219725343321,1620
2015-10-31,"Meadow Wood","CO","Denver","Arapahoe","Aurora",1980,1740,0.00115074798619102,0.0265486725663717,0.135770234986945,2431
2015-10-31,"Uptown","WI","Milwaukee","Milwaukee","Milwaukee",1981,978,-0.00305810397553517,-0.0249252243270189,0.01875,874
2015-10-31,"Ponce de Leon","CA","Stockton","San Joaquin","Stockton",1982,1221,0.000819672131147541,0.0175,0.0589765828274068,1552
2015-10-31,"Upper Falls","NY","Rochester","Monroe","Rochester",1983,814,-0.00852618757612668,-0.0216346153846154,-0.00610500610500611,612
2015-10-31,"Old North Columbus","OH","Columbus","Franklin","Columbus",1984,1292,-0.0038550501156515,0.00388500388500389,0.0555555555555556,990
2015-10-31,"Stockyards","OH","Cleveland","Cuyahoga","Cleveland",1985,793,0.00252844500632111,0.00379746835443038,0.0672947510094213,1270
2015-10-31,"North Avondale","OH","Cincinnati","Hamilton","Cincinnati",1986,1255,-0.0172278778386844,-0.0634328358208955,0.0662701784197111,1197
2015-10-31,"Southeast Como","MN","Minneapolis-St Paul","Hennepin","Minneapolis",1987,1624,0,0.016270337922403,0.0663164806303349,1171
2015-10-31,"Fitzgerald","MI","Detroit","Wayne","Detroit",1988,748,-0.00133511348464619,-0.00795755968169761,-0.00399467376830892,3269
2015-10-31,"South Hill","NY","Ithaca","Tompkins","Ithaca",1989,1834,0.000545553737043099,-0.0213447171824973,0.162967660114141,697
2015-10-31,"Meadowlawn","FL","Tampa","Pinellas","Saint Petersburg",1990,1260,0.00398406374501992,0.0120481927710843,0.0614995787700084,2238
2015-10-31,"Quail Glen","CA","Sacramento","Placer","Roseville",1991,1979,0.00558943089430894,0.0138319672131148,0.0361256544502618,2020
2015-10-31,"Mount Vernon Square","DC","Washington","District of Columbia","Washington",1992,2526,0.00397456279809221,0.00999600159936026,-0.0086342229199372,1685
2015-10-31,"Marshbrooke","NC","Charlotte","Mecklenburg","Charlotte",1993,1161,0.00345721694036301,0.0148601398601399,0.0710332103321033,2522
2015-10-31,"North Towne","OH","Toledo","Lucas","Toledo",1994,855,-0.00696864111498258,-0.0172413793103448,0.0529556650246305,2255
2015-10-31,"Alki","WA","Seattle","King","Seattle",1995,2649,0.00151228733459357,0.0212027756360833,0.131567706108501,3086
2015-10-31,"Midtown - Winn Park Capital Avenue","CA","Sacramento","Sacramento","Sacramento",1996,1566,0,-0.00127551020408163,0.032300593276203,489
2015-10-31,"Idlewild South","NC","Charlotte","Mecklenburg","Charlotte",1997,1050,0,0.0194174757281553,0.0994764397905759,1954
2015-10-31,"Clearview","NY","New York","Queens","New York",1998,2320,0.0104529616724739,0.0256410256410256,0.0574293527803099,1819
2015-10-31,"Wheeless Road","GA","Augusta","Richmond","Augusta",1999,773,-0.00897435897435897,0.0038961038961039,0.0334224598930481,2438
2015-10-31,"Lowry Hill East","MN","Minneapolis-St Paul","Hennepin","Minneapolis",2000,1515,-0.00197628458498024,0.00397614314115308,0.00198412698412698,839
2015-10-31,"Hunters Green","FL","Tampa","Hillsborough","Tampa",2001,1891,-0.00368809272918862,-0.00473684210526316,-0.000528541226215645,1811
2015-10-31,"Golden Valley","NV","Reno","Washoe","Reno",2002,1465,0.0027378507871321,0.0280701754385965,0.070906432748538,577
2015-10-31,"Lemmon Valley","NV","Reno","Washoe","Reno",2003,1224,0.00410172272354389,0.00245700245700246,0.0452604611443211,1344
2015-10-31,"The Islands","AZ","Phoenix","Maricopa","Gilbert",2004,1529,0,0.00196592398427261,0.0366101694915254,2669
2015-10-31,"Longwood-Winton Grove","CA","San Francisco","Alameda","Hayward",2005,2366,0.00895522388059702,0.0359019264448336,0.140240963855422,1026
2015-10-31,"Carmel","NC","Charlotte","Mecklenburg","Charlotte",2006,1644,0.00797057020232986,0.0129390018484288,0.0346129641283826,1913
2015-10-31,"Sheridan Park","IL","Chicago","Cook","Chicago",2007,1771,0.00625,0.0096921322690992,-0.0089535534415221,1677
2015-10-31,"Bellmont Hillsboro","TN","Nashville","Davidson","Nashville",2008,2702,0.00408769973987365,0.00896191187453323,0.0777822098125249,1349
2015-10-31,"Near Westside","NY","Syracuse","Onondaga","Syracuse",2009,1105,0.0036330608537693,0.0483870967741935,0.175531914893617,560
2015-10-31,"Howard Park","MD","Baltimore","Baltimore City","Baltimore",2010,1413,0.00426439232409382,0.00641025641025641,0.0321402483564646,1991
2015-10-31,"Mill Basin","NY","New York","Kings","New York",2011,2263,0.0175359712230216,0.00801781737193764,0.130934532733633,1303
2015-10-31,"Park East","FL","Miami-Fort Lauderdale","Broward","Hollywood",2012,1785,-0.00223588596981554,0.00506756756756757,0.0311958405545927,1450
2015-10-31,"Lower South Providence","RI","Providence","Providence","Providence",2013,1428,0.00140252454417952,0.00421940928270042,0.126182965299685,444
2015-10-31,"Elysian Valley","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles","Los Angeles",2014,2379,0.000841396718552798,0.00976230899830221,0.12588736393753,892
2015-10-31,"Belford","NJ","New York","Monmouth","Middletown",2015,2156,-0.00138953219082909,-0.00185185185185185,0.0155440414507772,2332
2015-10-31,"Bluemont","VA","Washington","Arlington","Arlington",2016,3160,-0.00157977883096367,0.00349317243569387,0.0128205128205128,1911
2015-10-31,"Teralta East","CA","San Diego","San Diego","San Diego",2017,1470,0.00341296928327645,0.0158949550794748,0.0396039603960396,450
2015-10-31,"Highland Park","WA","Seattle","King","Seattle",2018,1844,0.0131868131868132,0.0394588500563698,0.118253486961795,1966
2015-10-31,"Depot Bench","ID","Boise City","Ada","Boise",2019,1089,-0.000917431192660551,0.00554016620498615,0.0846613545816733,2527
2015-10-31,"Old Seward-Oceanview","AK","Anchorage","Anchorage","Anchorage",2020,2118,0.00761179828734539,0.0341796875,-0.00656660412757974,2527
2015-10-31,"Corbett","AZ","Tucson","Pima","Tucson",2021,926,-0.00537056928034372,-0.00537056928034372,0.00761697497279652,1800
2015-10-31,"North Tampa","FL","Tampa","Hillsborough","Tampa",2022,976,-0.00102354145342886,0.00618556701030928,0.0405117270788913,1706
2015-10-31,"Inglewood (Riverwood)","TN","Nashville","Davidson","Nashville",2023,1681,0.0041816009557945,0.0421574705517669,0.212842712842713,2521
2015-10-31,"Polonia","WI","Milwaukee","Milwaukee","Milwaukee",2024,972,0.00102986611740474,-0.00511770726714432,0.0220820189274448,696
2015-10-31,"Southwest","OR","Salem","Marion","Salem",2025,1674,0.0072202166064982,0.026364193746168,0.180535966149506,2867
2015-10-31,"Blackstone","RI","Providence","Providence","Providence",2026,2640,-0.00602409638554217,-0.00863687570409313,0.0280373831775701,2081
2015-10-31,"Cardinal Hill-Pine Meadow","KY","Lexington","Fayette","Lexington",2027,942,-0.0125786163522013,-0.0436548223350254,0.0172786177105832,727
2015-10-31,"College View - South Platte","CO","Denver","Denver","Denver",2028,1596,0.00440528634361234,0.0198083067092652,0.153179190751445,1417
2015-10-31,"Howe","MN","Minneapolis-St Paul","Hennepin","Minneapolis",2029,1491,-0.000670241286863271,0.00201612903225806,0.0198358413132695,2545
2015-10-31,"Taylor Run","VA","Washington","Alexandria City","Alexandria",2030,2856,-0.000699790062981106,-0.00936524453694069,-0.00174764068507515,1913
2015-10-31,"Columbia Heights West","VA","Washington","Arlington","Arlington",2031,1625,-0.00306748466257669,-0.0210843373493976,0.0409993593850096,1026
2015-10-31,"Del Mar Heights","CA","San Diego","San Diego","San Diego",2032,5290,0.00132500473215976,0.00723533891850724,0.0866885784716516,2809
2015-10-31,"Highland Park","PA","Pittsburgh","Allegheny","Pittsburgh",2033,1634,-0.00426569165143205,0.00430239704978488,0.0481077613855035,1579
2015-10-31,"Old West Tampa","FL","Tampa","Hillsborough","Tampa",2034,1101,-0.00271739130434783,0,0.0406427221172023,1144
2015-10-31,"Linkhorn Park","VA","Virginia Beach","Virginia Beach City","Virginia Beach",2035,1919,-0.000520833333333333,-0.00518403317781234,0.0180371352785146,1337
2015-10-31,"Gatewood","WA","Seattle","King","Seattle",2036,2282,0.00175592625109745,0.00572939620978405,0.1142578125,2661
2015-10-31,"Southgate","CA","San Francisco","Alameda","Hayward",2037,2409,0.00668616798997075,0.0224957555178268,0.11734693877551,1903
2015-10-31,"Norwood Park West","IL","Chicago","Cook","Chicago",2038,1861,0,-0.00267952840300107,0.0713874496257916,2381
2015-10-31,"Forest Hills","DC","Washington","District of Columbia","Washington",2039,3633,0.0213663199325274,0.0919747520288548,0.177252106286455,1485
2015-10-31,"Hampden","MD","Baltimore","Baltimore City","Baltimore",2040,1517,0.00264375413086583,0.0126835781041389,0.065308988764045,3087
2015-10-31,"Hale","CO","Denver","Denver","Denver",2041,2107,0.0019020446980504,0.0168918918918919,0.166666666666667,2842
2015-10-31,"Chapel Hill","OH","Akron","Summit","Akron",2042,804,-0.00495049504950495,-0.00495049504950495,0.024203821656051,1431
2015-10-31,"St. Claire-Superior","OH","Cleveland","Cuyahoga","Cleveland",2043,822,-0.0167464114832536,-0.0272189349112426,-0.0329411764705882,1273
2015-10-31,"Kaseberg-Kingswood","CA","Sacramento","Placer","Roseville",2044,1744,0.00057372346528973,0.00287521564117309,0.0461907618476305,1305
2015-10-31,"Randle Highlands","DC","Washington","District of Columbia","Washington",2045,1941,0.00988553590010406,0.0291622481442206,0.0474905558553697,1234
2015-10-31,"Pasadena","TX","El Paso","El Paso","El Paso",2046,855,-0.0034965034965035,-0.00696864111498258,-0.0183696900114811,1428
2015-10-31,"Bayshore Beautiful","FL","Tampa","Hillsborough","Tampa",2047,2502,0.0036101083032491,0.0187296416938111,0.130591956619973,3274
2015-10-31,"Oakville","CT","Torrington","Litchfield","Watertown",2048,1444,-0.00413793103448276,-0.00345065562456867,0.0509461426491994,2362
2015-10-31,"Laredo Highline","CO","Denver","Arapahoe","Aurora",2049,1567,0.00642260757867694,0.0221787345075016,0.110559886605245,1427
2015-10-31,"Capitol Heights","WI","Milwaukee","Milwaukee","Milwaukee",2050,1017,-0.012621359223301,-0.0267942583732057,-0.0221153846153846,1389
2015-10-31,"Historic Old Northeast","FL","Tampa","Pinellas","Saint Petersburg",2051,2458,0.00572831423895254,0.0144449030127941,0.108705457825891,2409
2015-10-31,"Landsdowne","OH","Youngstown","Mahoning","Youngstown",2052,545,-0.0215439856373429,-0.0554592720970537,-0.0472027972027972,1540
2015-10-31,"Southwest Village","KS","Wichita","Sedgwick","Wichita",2053,842,-0.0140515222482436,-0.0288350634371396,0.023086269744836,1569
2015-10-31,"National Hills","GA","Augusta","Richmond","Augusta",2054,939,-0.00212539851222104,0.00320512820512821,0.0217627856365615,1340
2015-10-31,"Benning Ridge","DC","Washington","District of Columbia","Washington",2055,1812,0.00722623679822123,0.0295454545454545,0.0289608177172061,1535
2015-10-31,"Southside","KY","Louisville/Jefferson County","Jefferson","Louisville",2056,916,0.0043859649122807,0.023463687150838,0.0565167243367935,900
2015-10-31,"Blue Oaks","CA","Sacramento","Placer","Roseville",2057,2253,0.00356347438752784,0.00986104885701479,0.0382488479262673,3199
2015-10-31,"Standish","MN","Minneapolis-St Paul","Hennepin","Minneapolis",2058,1457,0.000686813186813187,0.00830449826989619,0.0407142857142857,2420
2015-10-31,"San Mateo Heights","CA","San Francisco","San Mateo","San Mateo",2059,3459,0.00493898895990703,0.0173529411764706,0.131871727748691,907
2015-10-31,"Stonewood","CA","Stockton","San Joaquin","Stockton",2060,1340,-0.00445765230312036,-0.00593471810089021,0.0387596899224806,2081
2015-10-31,"Fircrest","WA","Portland","Clark","Vancouver",2061,1382,0.00802334062727936,0.0176730486008837,0.0873328088119591,1579
2015-10-31,"North Weymouth","MA","Boston","Norfolk","Weymouth",2062,2118,0.0100143061516452,0.0047438330170778,0.0448939319190923,3060
2015-10-31,"Oak Forest","NC","Charlotte","Mecklenburg","Charlotte",2063,910,-0.00328587075575027,0.0122358175750834,0.0352673492605233,1077
2015-10-31,"Marlyville-Fontainebleau","LA","New Orleans","Orleans","New Orleans",2064,2306,-0.0157917200170721,-0.0249471458773784,-0.0119965724078835,1264
2015-10-31,"Rainier Beach","WA","Seattle","King","Seattle",2065,1928,0.00836820083682008,0.0293646556326749,0.075292805354155,2338
2015-10-31,"Overlook","OR","Portland","Multnomah","Portland",2066,2001,0.00401404917210236,0.0111167256189995,0.189655172413793,2259
2015-10-31,"Mount Hope","RI","Providence","Providence","Providence",2067,1582,-0.0143302180685358,-0.0228536133415689,0.0660377358490566,499
2015-10-31,"Barton Chapel","GA","Augusta","Richmond","Augusta",2068,780,-0.00889453621346887,0.00128369704749679,0.0427807486631016,1778
2015-10-31,"North City","CA","San Diego","San Diego","San Diego",2069,4924,0.00407830342577488,0.0167251703489573,0.0969035419915349,1674
2015-10-31,"Kirkwood","GA","Atlanta","Fulton","Atlanta",2070,1561,0.0182648401826484,0.0655290102389079,0.17989417989418,2525
2015-10-31,"Elmwood Park","MI","Detroit","Wayne","Detroit",2071,922,-0.00753498385360603,-0.00966702470461869,0.0821596244131455,674
2015-10-31,"Manhattan Beach","NY","New York","Kings","New York",2072,2302,0.0212954747116238,0.0336775931746744,0.0697026022304833,908
2015-10-31,"Arbor Lodge","OR","Portland","Multnomah","Portland",2073,1890,0.00692594565796484,0.0327868852459016,0.183469004383219,2514
2015-10-31,"Springdale","CT","Stamford","Fairfield","Stamford",2074,2576,-0.00155038759689922,0.013375295043273,0.0527176134041684,2453
2015-10-31,"Saddle Rock Golf Club","CO","Denver","Arapahoe","Aurora",2075,2515,-0.00277557494052339,0.00801603206412826,0.0479166666666667,2252
2015-10-31,"Heritage Hills","TX","Austin","Travis","Austin",2076,1627,-0.000614250614250614,-0.00245248313917842,0.0336721728081321,491
2015-10-31,"Berrys Chapel","TN","Nashville","Williamson","Franklin",2077,2387,0.00378469301934399,0.0114406779661017,0.0315471045808124,2688
2015-10-31,"Columbia Heghts","VA","Washington","Arlington","Arlington",2078,1863,0.00107469102632993,0.0197044334975369,0.0130505709624796,982
2015-10-31,"North Beach","CA","San Francisco","San Francisco","San Francisco",2079,5051,0.00397535281256211,0.016093341380004,0.193807610493973,448
2015-10-31,"Jungle Terrace","FL","Tampa","Pinellas","Saint Petersburg",2080,1228,0.00490998363338789,0.0157154673283706,0.0433305012744265,2518
2015-10-31,"Annex","CT","New Haven","New Haven","New Haven",2081,1428,-0.0013986013986014,0.00351370344342937,0.0942528735632184,885
2015-10-31,"West Queen Anne","WA","Seattle","King","Seattle",2082,2978,0.00506243671954101,0.00949152542372881,0.150251062186172,2226
2015-10-31,"North Image","WA","Portland","Clark","Vancouver",2083,1400,0.0137581462708182,0.0286554004408523,0.0869565217391304,1535
2015-10-31,"Kentfield","CA","Stockton","San Joaquin","Stockton",2084,1130,-0.00352733686067019,0.0071301247771836,0.0690633869441816,693
2015-10-31,"South Shoreview","CA","San Francisco","San Mateo","San Mateo",2085,3530,0.00914808461978273,0.0228919153868444,0.150961851972612,1816
2015-10-31,"Thompson Community","TX","San Antonio","Bexar","San Antonio",2086,905,-0.0044004400440044,-0.00984682713347921,0.00221483942414175,1854
2015-10-31,"Belmont Shore","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles","Long Beach",2087,2851,0.00281392894829406,0.0277577505407354,0.140856342537015,1319
2015-10-31,"South Akron","OH","Akron","Summit","Akron",2088,694,-0.0156028368794326,-0.00430416068866571,0.0563165905631659,2210
2015-10-31,"James City","NC","New Bern","Craven","New Bern",2089,1053,-0.00378429517502365,-0.00940733772342427,-0.00660377358490566,1930
2015-10-31,"South Central Beach","FL","Miami-Fort Lauderdale","Broward","Hollywood",2090,2011,-0.00148957298907646,0.0125881168177241,0.059536354056902,8394
2015-10-31,"Village Green-Green Ridge","PA","Philadelphia","Delaware","Aston",2091,1641,0.00736648250460405,0.0142150803461063,0.0135886349598518,2981
2015-10-31,"Adams North","CA","San Diego","San Diego","San Diego",2092,2316,0.000431965442764579,-0.00898587933247754,0.0868137024870952,1263
2015-10-31,"Normandy Estate","FL","Jacksonville","Duval","Jacksonville",2093,1141,0.00087719298245614,0.00617283950617284,0.0205724508050089,1374
2015-10-31,"Ridgeview-Webster","CA","San Diego","San Diego","San Diego",2094,1949,-0.00255885363357216,-0.00357873210633947,0.0615468409586057,1342
2015-10-31,"Diamond Lake","MN","Minneapolis-St Paul","Hennepin","Minneapolis",2095,1638,-0.00243605359317905,0,0.0314861460957179,2056
2015-10-31,"Waltherson","MD","Baltimore","Baltimore City","Baltimore",2096,1399,0.00214899713467049,0.000715307582260372,0.0432513049962714,2136
2015-10-31,"Goose Hollow","OR","Portland","Multnomah","Portland",2097,1591,0.0069620253164557,0.0257898130238556,0.0852660300136426,2254
2015-10-31,"Brentwood","FL","Jacksonville","Duval","Jacksonville",2098,772,-0.00898587933247754,-0.0190597204574333,-0.0457354758961681,2150
2015-10-31,"Jefferson Chalmers","MI","Detroit","Wayne","Detroit",2099,770,-0.00388098318240621,0.00260416666666667,0.0158311345646438,3120
2015-10-31,"Ashton Heights","VA","Washington","Arlington","Arlington",2100,3752,0.000533333333333333,0.0170777988614801,0.0542287159314414,786
2015-10-31,"Walnut Hills","OH","Cincinnati","Hamilton","Cincinnati",2101,1171,0.0200348432055749,0.0446030330062444,0.112060778727445,1221
2015-10-31,"Fairmount Village","CA","San Diego","San Diego","San Diego",2102,1609,0.00499687695190506,0.020291693088142,0.0849629130141605,523
2015-10-31,"West Beaverton","OR","Portland","Washington","Beaverton",2103,1762,0.00743281875357347,0.0298071303331385,0.0950901180857676,2127
2015-10-31,"Southwood","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles","Torrance",2104,3092,0.00291923451183912,0.0035702693930542,0.0964539007092199,2466
2015-10-31,"The Port - Area 4","MA","Boston","Middlesex","Cambridge",2105,2606,0.00115251632731464,-0.00458365164247517,0.00578927055191046,725
2015-10-31,"Woodcreek Oaks","CA","Sacramento","Placer","Roseville",2106,1790,0.000558971492453885,0.00167879127028539,0.0406976744186047,1553
2015-10-31,"Algonquin","KY","Louisville/Jefferson County","Jefferson","Louisville",2107,741,0,0.00816326530612245,0.00816326530612245,1413
2015-10-31,"Van Steuban","MI","Detroit","Wayne","Detroit",2108,748,0,0,-0.00266666666666667,2945
2015-10-31,"Ukrainian Village","IL","Chicago","Cook","Chicago",2109,2064,0.00633837152608484,0.015248401377275,-0.00241662638956017,907
2015-10-31,"Minnetex","TX","Houston","Harris","Houston",2110,1437,0.00139372822299652,0.00279134682484299,0.0612998522895126,977
2015-10-31,"South Harrison","AZ","Tucson","Pima","Tucson",2111,1066,-0.000937207122774133,-0.00280636108512629,-0.010213556174559,2424
2015-10-31,"Charles","RI","Providence","Providence","Providence",2112,1432,-0.0034794711203897,-0.00209059233449477,0.106646058732612,954
2015-10-31,"East Bakersfield","CA","Bakersfield","Kern","Bakersfield",2113,853,-0.0069848661233993,-0.0104408352668213,0.019115890083632,550
2015-10-31,"Black Rock","NY","Buffalo","Erie","Buffalo",2114,839,-0.0152582159624413,-0.0334101382488479,0.0660736975857687,574
2015-10-31,"Calhoun","MN","Minneapolis-St Paul","Hennepin","Minneapolis",2115,1648,0.000607164541590771,-0.00302480338777979,0.0293566520924422,886
2015-10-31,"Argay","OR","Portland","Multnomah","Portland",2116,1740,0.000575043128234618,0.0181392627267408,0.169354838709677,1465
2015-10-31,"Tichigan","WI","Racine","Racine","Waterford",2117,1493,-0.0241830065359477,-0.0674578388507183,-0.0171165240289664,2070
2015-10-31,"Hamlin Park","NY","Buffalo","Erie","Buffalo",2118,882,0.00455580865603645,-0.00113250283125708,0.0425531914893617,708
2015-10-31,"Richmond Factory","GA","Augusta","Richmond","Augusta",2119,794,-0.00625782227784731,-0.00873907615480649,0.0231958762886598,1941
2015-10-31,"Downtown","TX","Austin","Travis","Austin",2120,2471,0.0065173116089613,0.0135356849876948,0.0609703735508802,3489
2015-10-31,"Chesapeake Beach","VA","Virginia Beach","Virginia Beach City","Virginia Beach",2121,1839,-0.00540832882639264,-0.00162866449511401,0.0366403607666291,3041
2015-10-31,"Lake Shore","WA","Portland","Clark","Vancouver",2122,1574,0.0038265306122449,0.018111254851229,0.0825309491059147,2566
2015-10-31,"Seven Hills","CO","Denver","Arapahoe","Aurora",2123,1842,-0.0016260162601626,0.00986842105263158,0.11231884057971,2240
2015-10-31,"Sans Souci","FL","Jacksonville","Duval","Jacksonville",2124,1073,0.00468164794007491,0.0170616113744076,0.0550639134709931,1514
2015-10-31,"Parkwoods","CA","Stockton","San Joaquin","Stockton",2125,1358,-0.00220426157237326,0.00369549150036955,0.0518977536793183,1986
2015-10-31,"Chief Garry Park","WA","Spokane","Spokane","Spokane",2126,820,-0.00485436893203883,-0.0191387559808612,0.0301507537688442,1637
2015-10-31,"St. Claude","LA","New Orleans","Orleans","New Orleans",2127,1367,0.0171130952380952,0.0646417445482866,0.126029654036244,1466
2015-10-31,"Tippecanoe","WI","Milwaukee","Milwaukee","Milwaukee",2128,1202,0,0.0353143841515935,0.124415341440599,1822
